Grain ID,Euler1 (rad),Euler2 (rad),Euler3 (rad),Size (pixels),Size (um^2),Peak SAW Frequency (Hz)
300,2.4965055594918337,0.24618627656818473,1.4982740488630195,66,37150.417592640006,289045983.0866807
301,2.9240702139182173,0.6581008403137637,1.112368444419616,21,11820.587415840002,291161985.8911221
302,6.007405008897542,0.7964367386492877,0.9271197228565444,227,127774.92111408002,295708009.46265626
303,3.6223040928686343,0.35764607006063615,0.6252758982719481,17,9569.046955680002,293309198.1764548
304,2.9253136852082657,0.7731449321927305,0.06885653085054697,82,46156.57943328001,293093052.85723853
305,0.6448341085025908,0.24789890548312607,0.22214649776632436,225,126649.15088400002,292446524.0641711
306,3.535374742910206,0.5578152971178343,1.423795084145956,64,36024.647362560005,299043062.2009569
307,4.713588627056781,0.14830170485598917,1.5572664952274138,290,163236.6833616,288417166.58975536
308,5.456634861676054,0.5655197396449011,1.3457697127173198,166,93438.92909664001,288836073.1497986
309,3.0015826138384494,0.7302840985140278,1.3631875655671306,61,34335.99201744,291588909.6241002
310,2.6872214298855406,0.39397534413800067,0.6759257211745358,101,56851.39661904001,289466719.59772396
311,4.947105650740897,0.5560260559532719,0.5791596545260619,24,13509.242760960002,292446524.0641711
312,5.058721391793651,0.26219864836319673,1.0329586660631074,93,52348.315698720005,288836073.1497986
313,3.2948200132170347,0.7194977521627601,0.15104221831179154,99,55725.62638896001,301308539.9449035
314,2.655168356091443,0.09967586282544426,1.2666805537472725,25,14072.127876000002,289256198.3471074
315,1.9967156814919318,0.1146539396206457,1.3009421828117331,279,157044.94709616003,287999473.3723915
316,3.128995228856022,0.471360778455638,0.3481750780330452,65,36587.532477600005,294176976.8692846
317,1.578167630478103,0.6236587305940058,0.64583708388587,61,34335.99201744,293093052.85723853
318,3.049659380300214,0.29791363829963957,0.059951921884507674,45,25329.830176800002,289677547.50711775
319,0.34817098018793874,0.0824791778525272,0.6185531115555782,161,90624.50352144001,289256198.3471074
320,0.8983195241796426,0.7029774030786017,0.3168118260573452,53,29832.911097120003,303377019.6241592
321,0.3111567667646992,0.4244535134121156,1.2081600490893252,13,7317.506495520001,293742446.6228011
322,4.395627738504462,0.15450194198822365,0.6660336320286366,38,21389.634371520002,289256198.3471074
323,4.303092195001003,0.77164940448158,0.6813270385587025,95,53474.08592880001,297255061.82905287
324,5.960945362571719,0.3625013860990448,1.0188751872949628,44,24766.94506176,290523939.17258775
325,3.2341238899298728,0.2342821133674083,0.27302615192444385,168,94564.69932672002,290311877.9031188
326,1.1204306775281332,0.5107102872589838,1.0567386129823968,74,41653.49851296,296811397.5576662
327,1.539255091943493,0.48856398762716824,1.1546397305098097,10,5628.851150400001,295708009.46265626
328,1.2200246612428747,0.36390565818785225,1.073209867005169,57,32084.451557280005,294176976.8692846
329,0.6625809744987622,0.7877462572981414,0.2319909546756456,107,60228.707309280006,301080448.69589156
330,6.028642512177019,0.6835654051137178,0.9228648034427022,152,85558.53748608001,294612794.6127946
331,4.5001683990332175,0.9225754973722635,0.8195036313605167,89,50096.77523856,293959551.16575956
332,5.886554011745892,0.7156127724270893,1.3366532412501422,206,115954.33369824002,289256198.3471074
333,5.509817770574387,0.7667692657780344,0.22248752704427638,85,47845.23477840001,289045983.0866807
334,2.936494665121452,0.8171957433766517,1.5764381136407968,36,20263.864141440004,292661716.5027761
335,4.731057570457804,0.21063331453660608,1.4932621124030012,33,18575.208796320003,289045983.0866807
336,0.47805504743669464,0.22053531463551693,0.23838381585737273,167,94001.81421168002,291802841.32595205
337,2.072399583561523,0.4799178268454587,0.9991122150122527,171,96253.35467184002,289677547.50711775
338,4.971930767992044,0.5359818481352864,0.2038290396951015,173,97379.12490192002,290100125.9863404
339,4.356799428723072,0.37418579211718894,0.5626347170584539,73,41090.61339792,292661716.5027761
340,1.698599277977235,0.7137417107556668,1.2539690430722004,44,24766.94506176,297033064.02335525
341,6.153690772634754,0.7757780051986238,0.03321254492458462,43,24204.059946720005,294394724.44653785
342,2.6411975609367624,0.8185680890413046,0.714752940979927,14,7880.391610560001,294176976.8692846
343,1.230744937429727,0.3726421490107301,1.0775199634837822,106,59665.822194240005,294612794.6127946
344,1.76304685334993,0.5372103117766994,1.4801631524404708,78,43905.038973120005,291802841.32595205
345,0.172064735428605,0.5821733668934238,1.572063645592034,127,71486.40961008001,297477391.71822935
346,5.200931863455687,0.7154997903203322,0.8921710010793575,35,19700.979026400004,292661716.5027761
347,0.5991752950987785,0.5322147388413638,0.27253851102429955,40,22515.404601600003,299493428.2584885
348,2.723708393836433,0.6965120383881613,0.34158327038428776,33,18575.208796320003,291802841.32595205
349,4.2997411218831925,0.8851732935164441,0.6700524642903543,431,242603.48458224002,295708009.46265626
350,2.6016091609661665,0.7681231568378479,0.6857410799692548,23,12946.357645920001,292661716.5027761
351,3.0920531881349085,0.717594772831882,1.622028923206555,19,10694.817185760001,295928030.30303025
352,1.3727129082894807,0.7133669730981403,0.7618354939717741,259,145787.24479536002,294394724.44653785
353,6.120435037053901,0.8215190471030622,1.1935176834505385,181,101882.20582224001,290523939.17258775
354,4.888286179477988,0.5517059905185382,0.6574316132309702,58,32647.336672320005,293309198.1764548
355,1.865460487546162,0.7527792582780629,1.0226147776393257,127,71486.40961008001,296148378.79916054
356,1.0681509762615797,0.45574646970419597,0.1242298235340367,142,79929.68633568002,297033064.02335525
357,3.1189722282048185,0.6494238236988855,1.0845725145512193,19,10694.817185760001,292017087.17127216
358,0.6762148044975665,0.18505354538264934,1.7348445202359561,739,415972.10001456004,291161985.8911221
359,1.239134849182288,0.7196052121570174,0.46463020808515615,19,10694.817185760001,297700054.4365813
360,3.3137380667282024,0.7410302277122514,1.3259572633943615,93,52348.315698720005,296811397.5576662
361,1.5223012689382396,1.5406507382209174,4.101852107665636,26,14635.012991040003,294612794.6127946
362,4.821527451489581,0.48177816609021384,0.853740463149215,50,28144.255752000005,294176976.8692846
363,1.322568917940116,0.707674085687756,0.2818881757989906,87,48971.00500848001,297923050.7320394
364,3.764817214147006,0.4837819756362672,0.07935330216867637,151,84995.65237104,300398242.2411425
365,2.0079061442956196,0.7986171448809519,0.2292353192451928,23,12946.357645920001,289256198.3471074
366,1.3724608295894678,0.825934924517803,0.9183029093725806,68,38276.18782272001,296369055.6835117
367,1.7379078643603993,0.5221709531282728,6.273154855160736,41,23078.289716640003,291588909.6241002
368,2.117333879391518,0.7737874906448793,0.3591941505262448,231,130026.46157424002,290736310.4731525
369,2.0727022849386043,0.6819654268350741,0.8832446919540975,125,70360.63938000001,292017087.17127216
370,1.8099093553460692,0.28045544896033253,0.35114654143856827,12,6754.621380480001,289466719.59772396
371,1.3502176502935617,0.49645270502545913,6.2396016681157676,158,88935.84817632001,296369055.6835117
372,4.236341180867839,0.5528746212785374,1.2701207678477546,55,30958.681327200004,300171526.5866209
373,6.180391163990826,0.8617857053398734,0.775684484482667,114,64168.90311456001,298370047.0572188
374,0.729309232276152,0.48490771640404284,0.3330160870886569,33,18575.208796320003,298146381.3547771
375,0.6902295177738935,0.49633225078608345,0.3688913539855742,38,21389.634371520002,298146381.3547771
376,2.33806991743158,0.27490453988625224,1.2776182222829402,31,17449.438566240002,288626467.8717509
377,4.5216528596421925,0.6178511802949259,1.3592889780837998,107,60228.707309280006,300398242.2411425
378,5.844051073261165,0.6954213331402365,1.5537275782324318,156,87810.07794624001,289256198.3471074
379,0.685063063408132,0.4807162448438679,0.02387146531074165,112,63043.13288448001,300171526.5866209
380,3.1171974410959296,0.6377515753628145,1.1442054284580168,15,8443.2767256,292017087.17127216
381,2.5040195907479768,0.596474838603212,0.31679376129226705,35,19700.979026400004,289256198.3471074
382,4.134754226457024,0.8021199707733568,1.5017981710476092,85,47845.23477840001,307838446.3833379
383,3.6604251113005275,0.4090725622315815,0.5012938160114557,48,27018.485521920004,295049905.5840302
384,2.8702492166554854,0.32643342083071986,0.741783717261978,43,24204.059946720005,290523939.17258775
385,1.9193334022709294,0.8038712343565187,1.1444510793860687,17,9569.046955680002,294831188.0854504
386,3.7786251584365362,0.5966496664589283,1.3684284138234646,149,83869.88214096,301994891.9721129
387,6.268700177417317,0.7416343316472914,0.7387264464009258,11,6191.73626544,297477391.71822935
388,5.394150487149733,0.9114888053704553,0.6511618424679287,46,25892.715291840002,293093052.85723853
389,1.1459146627021028,0.4305489676252306,0.8201003391786557,103,57977.16684912001,294394724.44653785
390,1.6493637681821192,0.27431711687177435,0.42131984782342013,43,24204.059946720005,289888682.7458256
391,3.063832417028674,0.738608372383486,0.8716264724810205,644,362498.01408576005,294831188.0854504
392,1.9944228701299043,0.30769589582025697,0.10078333423082664,133,74863.72030032001,289045983.0866807
393,2.6775850851258056,0.4928987002866493,1.138760952425539,164,92313.15886656001,290311877.9031188
394,1.5147374771476747,0.8300350330515582,0.8307572646189003,37,20826.74925648,296369055.6835117
395,1.2859195472843583,0.34896358167032365,0.38744060817113046,139,78241.03099056002,291802841.32595205
396,1.3703873682185712,0.46743025708720537,1.038322323689826,30,16886.5534512,296590061.6907327
397,5.269578018353578,0.5488867677503195,0.5479866713164694,103,57977.16684912001,290523939.17258775
398,1.1922595892218835,0.5738204986669931,1.0488725216857273,305,171679.96008720002,297255061.82905287
399,5.8916982824833015,0.36876406274724227,0.8347507127269838,79,44467.924088160005,290100125.9863404
400,0.4853751412014248,0.5332029989590061,1.4320245188559346,77,43342.153858080004,299268075.7917778
401,1.8367401465360393,0.3470024171346685,0.5681193011989593,13,7317.506495520001,290523939.17258775
402,2.7896079614068947,0.2938125381710472,1.3349524420379038,26,14635.012991040003,289256198.3471074
403,5.605375979663803,0.5076520353941765,0.16168536534713582,30,16886.5534512,288626467.8717509
404,0.334262775718228,0.4019821562749923,6.196631188849878,15,8443.2767256,294176976.8692846
405,0.8190575966828969,0.16009894045702755,0.2740997129548174,126,70923.52449504001,289888682.7458256
406,5.484902189795031,0.8267127895363915,0.7301666674560499,118,66420.44357472,291588909.6241002
407,4.64300466131265,0.5462660800243061,1.3851902704809083,109,61354.47753936001,296369055.6835117
408,0.309655339249437,0.2283583327069729,0.6182804568653879,40,22515.404601600003,290948992.48520315
409,1.3885190521407205,0.3546314041830984,0.7783827444952292,180,101319.32070720001,292231647.85251486
410,2.0342294263356453,0.4057997404546571,1.4455784981656608,204,114828.56346816002,288836073.1497986
411,0.9986523697563914,0.3232641533583929,0.9528670158531063,13,7317.506495520001,292661716.5027761
412,4.450256268559834,0.3647259690839022,0.37809240135624483,21,11820.587415840002,292017087.17127216
413,1.6622886313535414,0.8389691369346082,0.9328384081127866,97,54599.85615888001,301308539.9449035
414,4.008909813946588,0.6028821954263225,0.8245508225603508,141,79366.80122064002,299945152.8863293
415,4.4762037529237615,0.6342581750736374,0.08629002487272693,40,22515.404601600003,298818386.7222184
416,5.37917812791836,0.1590097014787359,0.4574961651243346,81,45593.69431824001,288626467.8717509
417,1.7429603745120854,0.5412904808130296,0.3131151303656643,155,87247.19283120001,290736310.4731525
418,0.08719480888097823,0.6817253865970758,0.6535004891476933,179,100756.43559216,297923050.7320394
419,2.7160014730456794,0.3955285572605341,1.064930213749583,36,20263.864141440004,290311877.9031188
420,0.9146339030027267,0.337636564112451,1.037841759797211,16,9006.161840640001,293309198.1764548
421,2.6206249760626257,0.26311435136688155,1.221558401691598,119,66983.32868976,289466719.59772396
422,4.594014932913965,0.47861993548105203,1.1561320126378498,195,109762.59743280002,296590061.6907327
423,0.7801150522359609,0.6127468615805085,0.9299682081326415,89,50096.77523856,300398242.2411425
424,3.4445761051817936,0.493687669049877,1.5548398105468841,40,22515.404601600003,297033064.02335525
425,1.8149788253015695,0.7869685243023506,0.5710760884487931,14,7880.391610560001,293742446.6228011
426,2.4745576744237208,0.8714959509147399,0.8909770339949459,154,86684.30771616001,292877225.8669166
427,0.040004855408041835,0.6465071183395966,0.6812455737806309,28,15760.783221120002,297477391.71822935
428,2.8480348382053737,0.587962591720094,0.8003419926135271,11,6191.73626544,293959551.16575956
429,3.257150143726093,0.28759086786853894,0.5899141750751753,131,73737.95007024001,292017087.17127216
430,1.2473395136811047,0.34276535746373304,0.7361097244392263,106,59665.822194240005,292231647.85251486
431,2.4062520906005327,0.4232677466497202,1.4700328620920933,169,95127.58444176002,288626467.8717509
432,4.4832951738774725,0.583570768792275,0.20402219936802823,27,15197.898106080002,296811397.5576662
433,1.2943597162962646,0.6125729565394696,1.543066683204316,169,95127.58444176002,300171526.5866209
434,2.3780777202383625,0.814893346382145,0.5253931774470946,108,60791.592424320006,290948992.48520315
435,2.6837613050618927,0.5883114357404049,0.70796149583149,74,41653.49851296,291588909.6241002
436,5.366761037437403,0.7993353668305482,0.3144448083150109,40,22515.404601600003,290100125.9863404
437,2.917110549725118,0.7854854060168562,0.8876453468979772,22,12383.47253088,296369055.6835117
438,1.421842813109804,0.7701006251673731,0.25585582466556095,74,41653.49851296,295928030.30303025
439,5.579993805532072,0.20919041402249716,0.47411880562649367,33,18575.208796320003,288208168.64295125
440,2.830105184603063,0.7315884351979244,0.7221203030183964,11,6191.73626544,296369055.6835117
441,1.844768467966325,0.5528686480182774,0.41729862938810885,10,5628.851150400001,290523939.17258775
442,0.5287420839955639,0.49715283552520984,0.8261133598505428,101,56851.39661904001,296369055.6835117
443,0.34173732053651507,0.557154664853657,1.040363952348575,88,49533.89012352,296148378.79916054
444,6.033105199929916,0.13825909934341282,1.3360334730226742,80,45030.809203200006,288836073.1497986
445,3.3717118633769334,0.5161833976891202,0.9049703356698683,15,8443.2767256,294176976.8692846
446,1.9839547987607453,0.5181500748907363,1.0670403685015974,22,12383.47253088,290523939.17258775
447,2.7900700805588934,0.7025505969303534,0.39145796504012714,148,83306.99702592,293309198.1764548
448,5.1906140990995695,0.7497792119281389,1.4561538738795736,16,9006.161840640001,289677547.50711775
449,0.13814094319655523,0.6776963485393881,1.1753823671149768,91,51222.545468640004,294612794.6127946
450,1.3039456054065108,0.7626752152322865,0.1489102269166374,61,34335.99201744,299945152.8863293
451,2.99652830739941,0.6424170564999785,0.7938185072636407,71,39964.84316784001,296148378.79916054
452,4.557150045041697,0.6464430718647993,0.24703532849576648,40,22515.404601600003,296148378.79916054
453,5.098885882194475,0.4700584059995525,0.5182138278562076,226,127212.03599904002,290948992.48520315
454,0.5602544987920658,0.43104785921124616,1.1351257916988997,70,39401.95805280001,295268947.830195
455,3.8667115152527733,0.5187244672074652,1.122386967853239,58,32647.336672320005,298594048.5940485
456,2.302713852675967,0.15349791763257223,0.07392922403039036,62,34898.877132480004,289256198.3471074
457,2.165650898845298,0.7755239570942649,0.6561151715968114,116,65294.67334464001,292446524.0641711
458,1.4111141224181867,0.7277217887554311,0.7222019366595747,143,80492.57145072002,293959551.16575956
459,6.131680217581854,0.3202638933277775,0.2707326607757832,38,21389.634371520002,289888682.7458256
460,3.150951370246027,0.2280391827602108,0.5520048950157292,63,35461.762247520004,290523939.17258775
461,4.236982876378558,0.14174862816778303,0.792385508803669,67,37713.302707680006,289045983.0866807
462,4.52275472536722,0.7842336475187389,0.15242575667965985,105,59102.937079200005,298146381.3547771
463,0.4997962657554859,0.6672356279147937,0.17166286153585592,135,75989.49053040001,303840544.48225564
464,1.1378973163563384,0.5998800029576858,1.2512931704921606,147,82744.11191088,300852702.5168477
465,4.554867852562014,0.645762561875196,0.2563987443359124,32,18012.323681280002,296148378.79916054
466,0.5333400598166815,0.28708356181158506,0.3087912375897685,29,16323.668336160003,293309198.1764548
467,2.929720613495134,0.7369731224991822,0.5814334576401743,165,92876.04398160001,297923050.7320394
468,0.06768461274289084,0.6241036993296617,0.5724732527979219,178,100193.55047712,299268075.7917778
469,4.923578055083859,0.7899555960444314,0.4464408668917634,154,86684.30771616001,291161985.8911221
470,2.3216152314327623,0.22712411847439976,0.9871199430871638,247,139032.62341488,288208168.64295125
471,5.717867183361413,0.6060061708752984,0.1505588580774505,21,11820.587415840002,289045983.0866807
472,6.1244321346453185,0.5627104355330522,0.03358109529328397,43,24204.059946720005,292231647.85251486
473,5.884627719480314,0.29978361474211623,0.960682500550247,194,109199.71231776002,289888682.7458256
474,2.401886763051083,0.3534652966175036,1.2356298794548977,62,34898.877132480004,288836073.1497986
475,5.936794575939087,0.48705592931210323,1.4523692863414497,202,113702.79323808002,289466719.59772396
476,2.130970555288071,0.690690601426274,1.1236392644839295,214,120457.41461856001,290523939.17258775
477,0.7957437656790348,0.3877085036330533,1.5508697205311683,15,8443.2767256,297033064.02335525
478,0.3211253774904192,0.6940005564831186,6.26081777146322,126,70923.52449504001,302224371.3733075
479,0.8292542555463666,0.6809406936308731,1.462189500849596,31,17449.438566240002,307838446.3833379
480,2.7082593427417914,0.24397126334081123,0.47841859147224713,146,82181.22679584,288417166.58975536
481,3.5985691032353033,0.6341538526503927,1.1718796786983734,47,26455.600406880003,299719120.3671987
482,5.521596347005598,0.8275826053315142,0.5622828866823355,70,39401.95805280001,291375291.37529135
483,2.78569994461021,0.10976571169671083,0.47741205506617135,99,55725.62638896001,287999473.3723915
484,2.5503602410870347,0.8033819344052137,0.15914563834019307,202,113702.79323808002,289256198.3471074
485,1.7610440730745616,0.5290460807208419,0.23703638141191483,16,9006.161840640001,290523939.17258775
486,5.311993958208295,0.3452514837946221,1.0891236131732431,26,14635.012991040003,288417166.58975536
487,2.8227574274595515,0.37083254020509604,0.2610639426616667,78,43905.038973120005,289466719.59772396
488,4.912723610865114,0.7323093118877755,0.11511462195593251,50,28144.255752000005,291375291.37529135
489,0.1994397746471017,0.276384391088443,0.5145973647843185,129,72612.17984016001,292231647.85251486
490,4.6278963950437175,0.40647563418029564,1.3182111155107195,26,14635.012991040003,293525662.5293525
491,0.5899318897483294,0.679428553306328,0.4560735041577266,21,11820.587415840002,299719120.3671987
492,5.007791197043463,0.711211888295967,0.6231147192075063,92,51785.430583680005,294612794.6127946
493,0.41751162270757447,0.6946161135943052,0.23489153505189544,87,48971.00500848001,304072838.47650814
494,1.5900660833088225,0.5520422610464537,0.5276466935149939,52,29270.025982080006,292017087.17127216
495,2.1274156259543684,0.8944537688640111,0.525949439983999,25,14072.127876000002,293959551.16575956
496,4.0467776496931265,0.037621246712329456,1.0019986505100502,135,75989.49053040001,288417166.58975536
497,6.194892682843374,0.9325703187724745,0.7179329255494384,117,65857.55845968,299945152.8863293
498,5.037051245904041,0.7159988617274596,0.6361036635015339,46,25892.715291840002,294831188.0854504
499,2.083766421320744,0.29751765861102863,1.0180753443253088,35,19700.979026400004,288417166.58975536
500,4.924301938275236,0.6830692785028654,1.1257731206589556,99,55725.62638896001,295928030.30303025
501,0.6696646296547513,0.7545607729473148,1.1197535388086453,131,73737.95007024001,303145787.1396895
502,1.9117323610700472,0.30069577551026305,0.27388968573243316,28,15760.783221120002,289466719.59772396
503,6.104948197273006,0.16880399034190058,0.5200620735015965,25,14072.127876000002,289045983.0866807
504,1.9498604914453617,0.44828913507063,0.5841948572842893,117,65857.55845968,290948992.48520315
505,2.7305004554070864,0.6909365859315323,0.6090378816401651,58,32647.336672320005,293309198.1764548
506,1.314527887892914,0.7732479462882152,0.6026612226709579,183,103007.97605232001,294612794.6127946
507,3.8381726649592625,0.6650277976335585,6.239303042801545,10,5628.851150400001,306888327.72166103
508,0.7612910820314871,0.43056179683134094,1.4838355118339133,302,169991.30474208,298146381.3547771
509,4.257465760424002,0.6010463084631027,0.6976075511688626,25,14072.127876000002,297700054.4365813
510,3.8604076784217027,0.37048241477657,0.779841478695674,58,32647.336672320005,293742446.6228011
511,5.087400959003769,0.7445137558713031,0.7806085930330564,17,9569.046955680002,295488315.5477509
512,1.7740557774154455,0.07355992028101598,6.224534956755651,24,13509.242760960002,287999473.3723915
513,0.7311583476440416,0.9621688200170346,0.8314351457464275,309,173931.50054736002,299945152.8863293
514,3.4239800746157583,0.6769076588449229,1.2697362775317091,62,34898.877132480004,298146381.3547771
515,2.997639179382841,0.5940468275939833,1.1036336740387929,309,173931.50054736002,291375291.37529135
516,5.004297482534901,0.8852248076539299,0.6037381219540042,84,47282.34966336001,295708009.46265626
517,4.1856333802547425,0.31201513352942783,0.2916870224117828,19,10694.817185760001,292231647.85251486
518,5.013912867845455,0.6749495700525416,0.1543552181530084,33,18575.208796320003,289888682.7458256
519,5.161452092573968,0.8993441372556183,0.6964889860420477,206,115954.33369824002,296590061.6907327
520,2.5557728636908688,0.01326346956633833,0.2535678407034161,21,11820.587415840002,288417166.58975536
521,1.7833201091634487,0.3334257077956493,0.9108312264630358,31,17449.438566240002,290736310.4731525
522,6.04740155114337,0.6774146469055581,0.05316329893950878,99,55725.62638896001,292231647.85251486
523,0.9355956946294691,0.7237634874843808,0.45945444637246874,65,36587.532477600005,302684378.0268437
524,3.249095211164967,0.23222611406104557,0.5991919888036618,329,185189.20284816003,291161985.8911221
525,1.1502781257619383,0.7402545815697599,1.1073426318395436,37,20826.74925648,298370047.0572188
526,0.4217105976678706,0.7237456785388202,0.19894215932125342,142,79929.68633568002,305005577.244841
527,3.8596361627093683,0.0985832754465504,1.0300914019963552,60,33773.1069024,288417166.58975536
528,3.4873738402756227,0.33259994474534343,1.2518947564131782,89,50096.77523856,292017087.17127216
529,4.268274469516953,0.575018170279954,0.6915392427653241,45,25329.830176800002,297255061.82905287
530,5.149696317430247,0.9038747223761046,0.6989865055416844,37,20826.74925648,297033064.02335525
531,4.144738714795612,0.6457492242651824,1.4086873870247367,24,13509.242760960002,306415464.3507493
532,2.446872871177748,0.6410673322501687,0.7399794942400328,20,11257.702300800001,290100125.9863404
533,0.7140015937172483,0.8527190033012101,0.780104325424134,10,5628.851150400001,301536977.04872835
534,2.6021543801257394,0.5651365728721562,1.408936466232703,181,101882.20582224001,288836073.1497986
535,3.5051848208456375,0.8294499511957538,0.34258045590661285,86,48408.11989344001,301765760.79459226
536,2.3529209786072016,0.3395788335859722,0.11750903772517424,123,69234.86914992,288836073.1497986
537,1.571827541416224,0.43071197753668256,1.4945686281292747,69,38839.07293776001,292231647.85251486
538,0.38038592966886126,0.25093428022973446,0.8982546417737686,42,23641.174831680004,290523939.17258775
539,5.923882752994985,0.3981277732017591,0.18762881821885316,174,97942.01001696002,289256198.3471074
540,1.3250687118645943,0.25651771260187395,0.8029787490180237,186,104696.63139744001,290948992.48520315
541,5.78632205607457,0.7716671560176716,1.3288694293776175,29,16323.668336160003,289256198.3471074
542,4.666945767762996,0.6529689713736192,0.4809823371275966,279,157044.94709616003,292661716.5027761
543,4.373799714701319,0.7805086973688583,0.6428891861706574,15,8443.2767256,295928030.30303025
544,4.79409500200356,0.5717116000684879,0.5048676808895013,145,81618.3416808,291588909.6241002
545,3.6707295464768497,0.6914652962572749,0.9658530841951497,50,28144.255752000005,300171526.5866209
546,3.7689688377981256,0.48549806889038466,1.0193962035438935,10,5628.851150400001,297033064.02335525
547,3.812674366934277,0.6967116693589331,0.5198417759170127,98,55162.74127392001,301080448.69589156
548,3.9090804312871197,0.45125337828042583,1.0528141047901978,124,69797.75426496001,296369055.6835117
549,4.5906141692541675,0.6584594026256163,0.6831147328628006,70,39401.95805280001,293525662.5293525
550,4.292973803944868,0.6342235044709182,0.7875599150112954,34,19138.093911360003,297255061.82905287
551,4.383633094163786,0.759205828498033,0.6221325939117363,16,9006.161840640001,296148378.79916054
552,1.0330458585273827,0.3319638861256301,0.2553859264823331,153,86121.42260112001,293093052.85723853
553,0.5790326431933948,0.25376126644434815,1.261165853468915,82,46156.57943328001,291161985.8911221
554,6.158480648246244,0.6034083256015533,0.7659074493396119,48,27018.485521920004,296148378.79916054
555,4.203822283200145,0.7288049265583968,1.4145494414800117,12,6754.621380480001,304305487.93211377
556,5.178439529956692,0.3245712789769308,0.09945366820560902,64,36024.647362560005,289045983.0866807
557,1.3825771666339346,0.4423685913028301,1.324560287432498,121,68109.09891984,295488315.5477509
558,3.6529853011973064,0.7041519191757453,1.4594613675042782,37,20826.74925648,304305487.93211377
559,2.5879197717834606,0.49365799253929304,0.22010321507889535,92,51785.430583680005,289045983.0866807
560,5.383085734136227,0.7029067834335602,0.5015636946643016,44,24766.94506176,290523939.17258775
561,0.1926201188964768,0.41868159650599474,0.40451708043122475,93,52348.315698720005,295708009.46265626
562,2.1582969624164106,0.5016573209067143,0.27499452934369323,31,17449.438566240002,289256198.3471074
563,5.844145455590294,0.4395724428851263,0.48898525125969133,16,9006.161840640001,289677547.50711775
564,0.18124456201975714,3.034655608616254,4.891033792686519,93,52348.315698720005,288208168.64295125
565,0.437312166490954,0.4768748858243774,0.9465724840409194,26,14635.012991040003,295488315.5477509
566,1.9779916249990537,0.5223964775506948,0.7392683148949105,90,50659.660353600004,291588909.6241002
567,4.211978981844144,0.7718807985015522,0.12943478828310342,64,36024.647362560005,304538493.6655993
568,5.030208007326951,0.4390397044403342,0.5564264324736908,38,21389.634371520002,291161985.8911221
569,1.889258232476379,0.46432283328529017,1.5666507517571533,12,6754.621380480001,289677547.50711775
570,1.8132504155425904,0.5128131154716715,0.038487532801498296,31,17449.438566240002,290523939.17258775
571,3.712267865918679,0.72974630445855,0.6608378699741898,20,11257.702300800001,299493428.2584885
572,5.102848428232,0.9009315882407813,0.860797190228893,29,16323.668336160003,297923050.7320394
573,2.2180041345718706,0.7646734918917566,0.26648568408719386,27,15197.898106080002,289677547.50711775
574,5.605024430927301,0.6622261961439274,0.10651075482242421,50,28144.255752000005,288626467.8717509
575,2.2803845079429204,0.5188847497426964,1.4629993906104624,44,24766.94506176,288626467.8717509
576,3.675524065401434,0.1592599428627575,0.46620173173242213,19,10694.817185760001,290100125.9863404
577,2.6970923921726615,0.7962739467352272,0.2651505818495247,21,11820.587415840002,291588909.6241002
578,1.153804204838761,0.7049149541709586,1.388996198980473,28,15760.783221120002,305239656.7362031
579,5.799215618862887,0.8653679254357539,0.6602444946498472,31,17449.438566240002,295049905.5840302
580,1.0440481983311016,0.3698302522976763,0.20207223847408778,41,23078.289716640003,294176976.8692846
581,3.179699967156111,2.078174113690606,3.359327790860472,62,34898.877132480004,290736310.4731525
582,4.853760035026286,0.28072193941114293,0.9146415445279151,189,106385.28674256001,290523939.17258775
583,5.607061079198033,0.7787157737174907,0.30025537130438407,117,65857.55845968,289677547.50711775
584,5.61117708173072,0.6941902618529926,0.057734898434070876,57,32084.451557280005,288417166.58975536
585,0.21567197918266717,0.7249992599658358,1.1508396615527123,63,35461.762247520004,295708009.46265626
586,1.5306773608498085,0.8338021080175868,1.3706654483261034,199,112014.13789296002,300398242.2411425
587,2.3589991381391484,0.17994662126499208,0.8167973891999728,226,127212.03599904002,287999473.3723915
588,0.38167100777986857,0.8191744079695396,1.0980073628854756,30,16886.5534512,297923050.7320394
589,3.790886881363725,0.26504804850364766,0.8085430703741211,53,29832.911097120003,290948992.48520315
590,4.034026275714285,0.491049776360452,0.3343248469900744,215,121020.29973360001,298146381.3547771
591,3.757772672899781,0.805794837252722,0.45388496689383173,29,16323.668336160003,299719120.3671987
592,1.739880528765582,0.7322316306925495,0.7161915284479599,199,112014.13789296002,296148378.79916054
593,4.543953232875523,0.15750878530645288,0.2155390790828918,43,24204.059946720005,288626467.8717509
594,6.019786541269613,0.08637147194294745,0.8797850743196759,20,11257.702300800001,289256198.3471074
595,2.22683584205719,0.5146559537282155,1.4791895790893297,55,30958.681327200004,288626467.8717509
596,1.7610345876196405,0.7098021462753452,0.6681501440394629,14,7880.391610560001,295049905.5840302
597,5.937448248572612,0.3268855621521269,1.409980109201355,61,34335.99201744,289256198.3471074
598,0.2605271406956868,0.4959450943171243,0.5358195918194086,70,39401.95805280001,296811397.5576662
599,0.964511767294156,0.5082875035899977,1.4838073962189464,139,78241.03099056002,301080448.69589156
600,5.967694496797845,0.28824444870144683,1.5290279923494832,13,7317.506495520001,289045983.0866807
601,0.20224196764453137,0.5808022503973299,0.9444925605645375,68,38276.18782272001,294394724.44653785
